order_id,order_date,customer_id,region,channel,category,unit_price,quantity,discount,revenue,returned,delivery_days
ORD-00040,2025-12-27,CUST-0490,West,Mobile,Beauty,21.82,2,0.20,34.92,0,4
ORD-00041,2025-04-17,CUST-0076,Northeast,Mobile,Electronics,199.11,2,0.10,358.40,0,3
ORD-00042,2025-06-17,CUST-0781,South,Mobile,Outdoors,108.96,4,0.30,305.10,0,4
ORD-00043,2025-01-15,CUST-0873,Midwest,Mobile,Outdoors,71.22,1,0.10,64.10,0,3
ORD-00044,2025-06-28,CUST-0675,South,Store,Electronics,155.38,2,0.10,279.68,0,2
ORD-00045,2025-08-14,CUST-0750,South,Mobile,Apparel,56.40,3,0.05,160.74,1,3
ORD-00046,2025-05-05,CUST-0634,Midwest,Store,Beauty,21.73,1,0.10,19.56,0,2
ORD-00047,2025-11-29,CUST-0032,West,Mobile,Apparel,46.55,1,0.15,39.57,0,5
ORD-00048,2025-10-15,CUST-0289,Midwest,Mobile,Beauty,35.09,2,0.10,63.16,1,4
ORD-00049,2025-02-09,CUST-0244,South,Web,Apparel,51.53,2,0.10,92.76,0,7
ORD-00050,2025-09-18,CUST-0251,Midwest,Mobile,Beauty,24.76,1,0.15,21.04,0,5
ORD-00051,2025-10-23,CUST-0720,Midwest,Mobile,Apparel,51.02,1,0.00,51.02,0,5
ORD-00052,2025-03-15,CUST-0265,South,Store,Outdoors,90.74,1,0.00,90.74,0,2
ORD-00053,2025-08-14,CUST-0576,West,Mobile,Apparel,14.32,1,0.20,11.45,1,1
ORD-00054,2025-02-05,CUST-0074,West,Web,Electronics,90.22,1,0.20,72.18,0,7
ORD-00055,2025-04-23,CUST-0887,Northeast,Mobile,Beauty,46.18,1,0.10,41.56,0,4
ORD-00056,2025-12-23,CUST-0154,South,Store,Outdoors,24.69,2,0.15,41.97,0,1
ORD-00057,2025-11-26,CUST-0700,Midwest,Web,Beauty,35.37,1,0.00,35.37,0,4
ORD-00058,2025-07-24,CUST-0539,South,Mobile,Electronics,147.09,3,0.10,397.15,0,4
ORD-00059,2025-07-02,CUST-0142,West,Web,Outdoors,89.69,2,0.30,125.56,0,6
ORD-00060,2025-12-08,CUST-0281,Northeast,Web,Outdoors,80.70,1,0.00,80.70,0,1
ORD-00061,2025-11-01,CUST-0517,West,Store,Home,55.89,1,0.00,55.89,0,1
ORD-00062,2025-06-04,CUST-0630,Midwest,Web,Apparel,54.44,2,0.20,87.10,0,4
ORD-00063,2025-01-14,CUST-0207,West,Web,Electronics,71.95,5,0.05,341.76,0,5
ORD-00064,2025-11-30,CUST-0525,Midwest,Store,Outdoors,83.61,2,0.00,167.23,0,2
ORD-00065,2025-02-06,CUST-0378,South,Mobile,Home,53.17,2,0.05,101.03,0,3
ORD-00066,2025-11-25,CUST-0328,West,Web,Apparel,24.58,1,0.10,22.12,0,2
ORD-00067,2025-02-26,CUST-0002,Midwest,Web,Apparel,54.04,4,0.05,205.34,0,8
ORD-00068,2025-11-10,CUST-0195,Midwest,Mobile,Outdoors,82.77,3,0.10,223.48,0,7
ORD-00069,2025-06-11,CUST-0126,South,Store,Home,79.10,2,0.15,134.47,0,1
ORD-00070,2025-02-06,CUST-0308,South,Web,Home,71.39,1,0.10,64.25,0,4
ORD-00071,2025-06-24,CUST-0215,South,Store,Beauty,26.01,1,0.20,20.81,0,2
ORD-00072,2025-04-24,CUST-0189,Northeast,Web,Outdoors,74.85,4,0.10,269.46,0,5
ORD-00073,2025-12-13,CUST-0143,South,Web,Electronics,165.66,1,0.05,157.38,0,6
ORD-00074,2025-09-30,CUST-0174,South,Mobile,Apparel,49.30,3,0.00,147.91,0,6
ORD-00075,2025-12-21,CUST-0773,Northeast,Store,Home,56.25,1,0.05,53.44,0,1
ORD-00076,2025-03-02,CUST-0270,West,Mobile,Electronics,133.06,2,0.05,252.82,0,4
ORD-00077,2025-08-15,CUST-0284,West,Store,Electronics,77.12,2,0.05,146.52,0,2
ORD-00078,2025-08-29,CUST-0829,West,Web,Home,55.21,5,0.05,262.24,0,3
ORD-00079,2025-07-19,CUST-0163,Midwest,Web,Electronics,170.75,1,0.00,170.75,0,4
ORD-00080,2025-09-12,CUST-0159,Northeast,Mobile,Electronics,143.28,3,0.10,386.85,0,5
ORD-00081,2025-06-16,CUST-0382,Midwest,Web,Apparel,37.26,2,0.00,74.52,0,8
ORD-00082,2025-10-16,CUST-0538,South,Web,Electronics,145.85,3,0.00,437.56,0,4
ORD-00083,2025-01-10,CUST-0579,Midwest,Store,Beauty,37.16,2,0.30,52.02,0,2
ORD-00084,2025-07-08,CUST-0613,South,Mobile,Beauty,30.75,2,0.05,58.42,0,1
ORD-00085,2025-03-28,CUST-0334,South,Web,Home,67.56,1,0.00,67.56,1,9
ORD-00086,2025-05-01,CUST-0886,Northeast,Mobile,Outdoors,80.00,2,0.10,144.00,0,8
ORD-00087,2025-04-14,CUST-0804,West,Web,Electronics,164.12,1,0.30,114.88,0,6
ORD-00088,2025-10-20,CUST-0375,Midwest,Web,Electronics,175.77,1,0.10,158.19,0,4
ORD-00089,2025-09-01,CUST-0433,Midwest,Web,Apparel,58.55,1,0.10,52.69,0,5
ORD-00090,2025-05-03,CUST-0685,South,Mobile,Outdoors,26.77,2,0.00,53.55,0,3
ORD-00091,2025-07-22,CUST-0543,South,Web,Beauty,35.35,3,0.00,106.06,0,3
ORD-00092,2025-04-18,CUST-0691,Midwest,Store,Electronics,159.62,1,0.15,135.68,0,3
ORD-00093,2025-06-01,CUST-0450,Northeast,Web,Outdoors,99.10,1,0.10,89.19,1,5
ORD-00094,2025-01-09,CUST-0719,West,Store,Apparel,50.69,2,0.05,96.30,0,4
ORD-00095,2025-01-29,CUST-0855,Midwest,Mobile,Home,42.98,1,0.00,42.98,0,1
ORD-00096,2025-05-01,CUST-0228,South,Web,Home,44.51,1,0.10,40.06,0,6
ORD-00097,2025-10-26,CUST-0858,West,Web,Home,36.18,1,0.00,36.18,0,4
ORD-00098,2025-06-25,CUST-0678,Northeast,Mobile,Apparel,20.60,2,0.10,37.09,0,2
ORD-00099,2025-07-09,CUST-0004,Northeast,Store,Apparel,35.54,2,0.30,49.75,1,3
ORD-00100,2025-10-09,CUST-0842,West,Mobile,Electronics,91.75,2,0.00,183.50,0,1
ORD-00101,2025-05-15,CUST-0496,Midwest,Web,Outdoors,74.22,2,0.00,148.44,0,7
ORD-00102,2025-08-19,CUST-0628,South,Web,Electronics,111.98,2,0.00,223.96,1,5
ORD-00103,2025-03-19,CUST-0611,West,Web,Home,81.26,1,0.10,73.13,1,4
ORD-00104,2025-01-27,CUST-0708,South,Store,Electronics,115.52,3,0.00,346.57,0,4
ORD-00105,2025-08-01,CUST-0576,Northeast,Mobile,Apparel,30.25,1,0.15,25.71,0,6
ORD-00106,2025-11-18,CUST-0280,Northeast,Mobile,Home,66.68,1,0.20,53.34,0,1
ORD-00107,2025-01-10,CUST-0448,Midwest,Web,Apparel,66.70,2,0.00,133.39,0,6
ORD-00108,2025-08-05,CUST-0699,South,Mobile,Electronics,159.94,3,0.00,479.82,0,6
ORD-00109,2025-06-09,CUST-0362,South,Store,Home,57.31,1,0.20,45.85,0,2
ORD-00110,2025-04-19,CUST-0398,South,Mobile,Electronics,163.43,4,0.15,555.68,0,8
ORD-00111,2025-09-15,CUST-0270,Midwest,Web,Home,57.00,4,0.00,228.02,0,1
ORD-00112,2025-05-09,CUST-0512,South,Store,Apparel,84.72,4,0.10,304.98,0,5
ORD-00113,2025-09-09,CUST-0406,South,Web,Apparel,56.11,5,0.05,266.52,0,3
ORD-00114,2025-03-09,CUST-0524,West,Store,Home,42.71,1,0.00,42.71,0,3
ORD-00115,2025-06-14,CUST-0003,Midwest,Mobile,Apparel,39.83,1,0.05,37.84,0,6
ORD-00116,2025-09-16,CUST-0692,West,Web,Apparel,55.82,1,0.05,53.03,0,4
ORD-00117,2025-09-13,CUST-0023,South,Web,Apparel,19.86,1,0.10,17.87,0,5
ORD-00118,2025-05-23,CUST-0780,Midwest,Web,Outdoors,72.90,2,0.05,138.51,0,6
ORD-00119,2025-03-26,CUST-0632,Northeast,Store,Outdoors,103.94,1,0.20,83.15,0,3
ORD-00120,2025-05-12,CUST-0595,South,Store,Outdoors,71.45,1,0.15,60.73,0,1
ORD-00121,2025-10-14,CUST-0565,South,Web,Electronics,180.90,2,0.00,361.80,0,7
ORD-00122,2025-01-11,CUST-0561,West,Web,Outdoors,74.96,1,0.15,63.72,0,1
ORD-00123,2025-05-02,CUST-0269,Midwest,Mobile,Home,53.83,1,0.15,45.75,0,4
ORD-00124,2025-01-24,CUST-0253,Northeast,Web,Home,68.31,1,0.10,61.48,0,4
ORD-00125,2025-05-04,CUST-0510,Midwest,Web,Home,33.97,1,0.15,28.87,0,5
ORD-00126,2025-10-20,CUST-0630,Northeast,Web,Home,74.59,2,0.10,134.27,0,8
ORD-00127,2025-06-15,CUST-0660,South,Web,Home,44.69,2,0.05,84.91,0,1
ORD-00128,2025-07-14,CUST-0762,South,Web,Apparel,60.36,1,0.10,54.33,0,4
ORD-00129,2025-11-27,CUST-0206,Northeast,Web,Electronics,105.33,2,0.00,210.66,0,3
ORD-00130,2025-09-02,CUST-0536,West,Store,Apparel,36.11,5,0.00,180.53,0,4
ORD-00131,2025-02-10,CUST-0623,Midwest,Mobile,Electronics,101.89,4,0.05,387.20,1,6
ORD-00132,2025-01-18,CUST-0393,South,Web,Outdoors,76.23,4,0.05,289.66,0,5
ORD-00133,2025-08-18,CUST-0106,West,Mobile,Home,57.78,4,0.15,196.44,0,5
ORD-00134,2025-03-09,CUST-0848,South,Web,Apparel,45.18,2,0.20,72.28,0,4
ORD-00135,2025-03-31,CUST-0288,Northeast,Web,Beauty,29.24,1,0.10,26.32,0,5
ORD-00136,2025-08-28,CUST-0345,Northeast,Web,Outdoors,48.78,1,0.30,34.15,1,6
ORD-00137,2025-10-13,CUST-0040,West,Web,Home,71.19,1,0.10,64.07,0,3
ORD-00138,2025-06-01,CUST-0096,Midwest,Web,Beauty,30.24,1,0.15,25.70,0,5
ORD-00139,2025-12-05,CUST-0774,Midwest,Mobile,Beauty,34.04,3,0.10,91.91,0,4
ORD-00140,2025-07-23,CUST-0717,West,Mobile,Apparel,75.45,2,0.20,120.72,0,5
ORD-00141,2025-09-08,CUST-0531,Midwest,Mobile,Electronics,107.07,1,0.15,91.01,0,6
ORD-00142,2025-06-08,CUST-0547,West,Mobile,Apparel,38.33,1,0.05,36.41,1,5
ORD-00143,2025-05-30,CUST-0792,South,Mobile,Beauty,51.48,1,0.05,48.91,0,2
ORD-00144,2025-07-09,CUST-0893,Northeast,Store,Outdoors,51.71,2,0.20,82.74,0,1
ORD-00145,2025-04-20,CUST-0574,South,Mobile,Home,67.07,1,0.05,63.72,0,5
ORD-00146,2025-05-02,CUST-0174,Northeast,Mobile,Apparel,72.73,1,0.20,58.18,1,5
ORD-00147,2025-12-09,CUST-0481,Midwest,Mobile,Electronics,117.01,5,0.10,526.52,0,5
ORD-00148,2025-09-12,CUST-0341,Northeast,Web,Outdoors,92.86,2,0.05,176.44,0,4
ORD-00149,2025-11-21,CUST-0563,Midwest,Store,Apparel,43.28,1,0.20,34.62,0,1
ORD-00150,2025-07-06,CUST-0494,West,Mobile,Apparel,53.57,2,0.20,85.72,0,4
ORD-00151,2025-12-27,CUST-0079,Midwest,Mobile,Electronics,118.66,1,0.10,106.79,0,3
ORD-00152,2025-12-01,CUST-0432,Northeast,Web,Beauty,29.65,2,0.00,59.29,0,6
ORD-00153,2025-11-01,CUST-0848,South,Web,Home,62.32,2,0.30,87.25,0,1
ORD-00154,2025-11-15,CUST-0573,Midwest,Mobile,Outdoors,76.43,1,0.15,64.97,0,2
ORD-00155,2025-06-24,CUST-0879,Northeast,Web,Beauty,33.53,1,0.05,31.85,0,3
ORD-00156,2025-09-26,CUST-0431,West,Mobile,Home,27.84,2,0.05,52.90,0,6
ORD-00157,2025-05-19,CUST-0730,Midwest,Web,Home,67.65,2,0.20,108.24,0,3
ORD-00158,2025-08-30,CUST-0110,South,Web,Apparel,58.37,1,0.00,58.37,0,9
ORD-00159,2025-10-02,CUST-0117,South,Web,Home,54.41,2,0.10,97.94,1,7
ORD-00160,2025-06-05,CUST-0394,Midwest,Web,Electronics,171.32,1,0.10,154.19,0,4
ORD-00161,2025-08-20,CUST-0369,West,Web,Beauty,35.01,1,0.10,31.51,0,4
ORD-00162,2025-10-26,CUST-0751,West,Web,Electronics,114.05,1,0.00,114.05,0,4
ORD-00163,2025-09-12,CUST-0384,South,Mobile,Outdoors,105.63,2,0.00,211.26,0,3
ORD-00164,2025-10-05,CUST-0167,West,Mobile,Beauty,38.99,2,0.10,70.18,0,5
ORD-00165,2025-06-29,CUST-0421,West,Web,Beauty,36.19,3,0.20,86.86,0,6
ORD-00166,2025-03-07,CUST-0700,Northeast,Web,Beauty,30.64,2,0.30,42.90,0,5
ORD-00167,2025-03-10,CUST-0561,Midwest,Mobile,Outdoors,109.86,3,0.00,329.57,0,4
ORD-00168,2025-07-20,CUST-0153,West,Store,Beauty,29.12,1,0.00,29.12,0,2
ORD-00169,2025-06-16,CUST-0444,Northeast,Store,Electronics,85.48,3,0.00,256.43,0,3
ORD-00170,2025-01-24,CUST-0177,Northeast,Mobile,Apparel,21.40,3,0.10,57.79,0,4
ORD-00171,2025-04-24,CUST-0269,South,Mobile,Outdoors,85.70,1,0.00,85.70,1,5
ORD-00172,2025-12-30,CUST-0629,Midwest,Web,Electronics,151.50,2,0.10,272.69,0,3
ORD-00173,2025-10-28,CUST-0336,South,Web,Home,76.32,1,0.00,76.32,0,5
ORD-00174,2025-01-05,CUST-0417,Midwest,Mobile,Electronics,164.77,2,0.05,313.06,0,3
ORD-00175,2025-01-17,CUST-0184,Northeast,Web,Home,43.39,1,0.10,39.05,0,3
ORD-00176,2025-10-04,CUST-0392,West,Web,Home,63.93,1,0.00,63.93,0,1
ORD-00177,2025-02-26,CUST-0710,Northeast,Store,Beauty,27.16,3,0.20,65.19,1,4
ORD-00178,2025-01-18,CUST-0477,South,Mobile,Electronics,144.84,3,0.15,369.35,0,7
ORD-00179,2025-07-23,CUST-0421,South,Mobile,Apparel,74.21,3,0.05,211.50,0,2
ORD-00180,2025-02-22,CUST-0564,Northeast,Mobile,Outdoors,72.59,1,0.10,65.33,0,9
ORD-00181,2025-03-07,CUST-0754,Midwest,Mobile,Beauty,26.91,2,0.10,48.43,0,2
ORD-00182,2025-05-02,CUST-0336,Midwest,Mobile,Apparel,45.17,1,0.00,45.17,1,4
ORD-00183,2025-02-25,CUST-0177,Midwest,Store,Home,68.76,2,0.15,116.89,0,2
ORD-00184,2025-12-15,CUST-0730,South,Mobile,Electronics,184.57,1,0.05,175.34,1,1
ORD-00185,2025-09-22,CUST-0383,Northeast,Web,Beauty,35.29,1,0.10,31.76,0,5
ORD-00186,2025-07-14,CUST-0311,Midwest,Web,Beauty,35.85,1,0.20,28.68,0,5
ORD-00187,2025-12-26,CUST-0798,West,Web,Outdoors,68.06,2,0.10,122.51,1,5
ORD-00188,2025-09-22,CUST-0880,West,Store,Apparel,49.51,2,0.10,89.12,1,2
ORD-00189,2025-05-05,CUST-0137,Midwest,Mobile,Home,90.10,1,0.10,81.09,0,7
ORD-00190,2025-04-09,CUST-0830,South,Web,Home,92.08,1,0.30,64.45,0,7
ORD-00191,2025-12-06,CUST-0295,South,Mobile,Apparel,57.15,1,0.10,51.43,0,2
ORD-00192,2025-09-29,CUST-0606,West,Web,Apparel,58.00,3,0.30,121.80,1,7
ORD-00193,2025-09-03,CUST-0490,Midwest,Web,Outdoors,81.95,1,0.10,73.75,0,4
ORD-00194,2025-02-09,CUST-0457,Midwest,Web,Outdoors,90.16,1,0.10,81.15,1,5
ORD-00195,2025-10-12,CUST-0133,West,Web,Apparel,44.60,1,0.00,44.60,0,5
ORD-00196,2025-05-29,CUST-0898,West,Mobile,Apparel,53.46,1,0.05,50.79,0,3
ORD-00197,2025-12-07,CUST-0603,West,Store,Home,94.63,2,0.05,179.80,0,1
ORD-00198,2025-05-14,CUST-0449,West,Web,Home,38.26,1,0.10,34.43,0,3
ORD-00199,2025-03-14,CUST-0161,South,Mobile,Outdoors,55.70,1,0.10,50.13,0,6
ORD-00200,2025-02-17,CUST-0666,South,Mobile,Outdoors,74.08,2,0.20,118.53,0,4
ORD-00201,2025-06-25,CUST-0005,Northeast,Store,Apparel,28.73,5,0.10,129.30,0,1
ORD-00202,2025-11-04,CUST-0504,Northeast,Mobile,Outdoors,76.92,3,0.05,219.22,0,3
ORD-00203,2025-06-22,CUST-0453,Northeast,Web,Electronics,154.72,2,0.10,278.50,0,5
ORD-00204,2025-11-26,CUST-0792,South,Mobile,Outdoors,97.04,2,0.20,155.26,0,4
ORD-00205,2025-07-27,CUST-0311,South,Web,Outdoors,79.60,2,0.10,143.29,0,2
ORD-00206,2025-02-02,CUST-0295,West,Web,Electronics,123.98,1,0.00,123.98,0,3
ORD-00207,2025-07-10,CUST-0896,Northeast,Mobile,Beauty,34.99,2,0.10,62.97,0,1
ORD-00208,2025-11-03,CUST-0027,South,Web,Beauty,40.92,1,0.30,28.65,0,6
ORD-00209,2025-06-27,CUST-0101,South,Web,Outdoors,41.75,2,0.00,83.49,0,5
ORD-00210,2025-03-23,CUST-0138,West,Mobile,Beauty,29.27,2,0.15,49.76,1,6
ORD-00211,2025-04-18,CUST-0662,West,Web,Electronics,132.61,1,0.10,119.35,0,5
ORD-00212,2025-08-20,CUST-0355,Midwest,Web,Beauty,26.84,2,0.05,51.00,0,1
ORD-00213,2025-04-11,CUST-0348,Northeast,Web,Beauty,27.90,1,0.20,22.32,1,6
ORD-00214,2025-03-26,CUST-0840,West,Mobile,Apparel,35.02,2,0.05,66.54,0,4
ORD-00215,2025-10-01,CUST-0826,Northeast,Web,Beauty,37.42,1,0.05,35.55,0,1
ORD-00216,2025-10-28,CUST-0709,South,Web,Outdoors,92.01,2,0.05,174.81,0,5
ORD-00217,2025-06-04,CUST-0832,Midwest,Mobile,Electronics,130.06,4,0.05,494.21,0,3
ORD-00218,2025-09-06,CUST-0605,Midwest,Mobile,Apparel,38.57,2,0.20,61.71,0,4
ORD-00219,2025-08-29,CUST-0369,South,Mobile,Apparel,41.38,5,0.10,186.20,0,7
ORD-00220,2025-12-09,CUST-0242,West,Web,Apparel,33.32,1,0.00,33.32,0,7
ORD-00221,2025-10-30,CUST-0587,Midwest,Mobile,Home,34.51,1,0.10,31.06,1,6
ORD-00222,2025-03-26,CUST-0258,Midwest,Web,Home,75.04,1,0.00,75.04,0,5
ORD-00223,2025-07-12,CUST-0316,South,Store,Beauty,42.70,3,0.10,115.30,1,4
ORD-00224,2025-11-19,CUST-0642,South,Web,Electronics,184.67,1,0.00,184.67,0,7
ORD-00225,2025-04-11,CUST-0581,Midwest,Web,Outdoors,52.48,1,0.15,44.61,0,6
ORD-00226,2025-11-15,CUST-0415,Northeast,Mobile,Electronics,214.77,3,0.15,547.67,0,8
ORD-00227,2025-12-07,CUST-0850,Northeast,Web,Beauty,10.16,1,0.10,9.14,0,7
ORD-00228,2025-09-25,CUST-0023,West,Web,Outdoors,20.37,1,0.05,19.35,0,5
ORD-00229,2025-05-14,CUST-0887,Midwest,Mobile,Beauty,28.48,1,0.10,25.63,1,7
ORD-00230,2025-06-01,CUST-0866,South,Mobile,Home,39.15,2,0.20,62.65,0,2
ORD-00231,2025-09-01,CUST-0693,Northeast,Web,Home,74.53,1,0.00,74.53,0,4
ORD-00232,2025-11-08,CUST-0350,Midwest,Store,Apparel,40.21,1,0.15,34.18,0,2
ORD-00233,2025-05-29,CUST-0196,Midwest,Web,Electronics,162.99,1,0.00,162.99,0,8
ORD-00234,2025-04-28,CUST-0612,South,Mobile,Home,89.89,1,0.00,89.89,0,3
ORD-00235,2025-11-26,CUST-0888,Midwest,Store,Electronics,154.12,1,0.15,131.00,0,2
ORD-00236,2025-01-06,CUST-0672,Midwest,Store,Apparel,29.88,3,0.30,62.74,0,1
ORD-00237,2025-12-23,CUST-0692,South,Store,Electronics,151.51,2,0.10,272.71,0,3
ORD-00238,2025-10-09,CUST-0597,South,Web,Home,51.44,2,0.05,97.74,0,7
ORD-00239,2025-02-08,CUST-0039,Northeast,Web,Beauty,36.89,4,0.15,125.43,0,1
ORD-00240,2025-12-24,CUST-0038,Midwest,Web,Home,48.11,1,0.00,48.11,0,3
ORD-00241,2025-10-16,CUST-0081,Midwest,Web,Apparel,53.40,4,0.20,170.89,0,7
ORD-00242,2025-11-27,CUST-0094,South,Web,Outdoors,72.70,5,0.20,290.82,1,5
ORD-00243,2025-06-01,CUST-0281,West,Mobile,Outdoors,99.82,4,0.05,379.33,0,5
ORD-00244,2025-11-06,CUST-0794,West,Web,Home,74.15,1,0.15,63.03,0,3
ORD-00245,2025-06-04,CUST-0072,Northeast,Web,Beauty,19.38,1,0.10,17.44,0,5
ORD-00246,2025-10-26,CUST-0711,West,Web,Home,69.20,2,0.00,138.40,0,6
ORD-00247,2025-08-11,CUST-0125,West,Web,Home,47.13,1,0.00,47.13,0,6
ORD-00248,2025-02-05,CUST-0677,South,Store,Outdoors,52.36,3,0.15,133.51,1,1
ORD-00249,2025-07-16,CUST-0254,Northeast,Web,Electronics,160.66,2,0.00,321.32,0,4
ORD-00250,2025-05-15,CUST-0703,Northeast,Mobile,Beauty,24.18,2,0.00,48.36,0,3
ORD-00251,2025-06-21,CUST-0675,West,Store,Electronics,152.03,2,0.20,243.24,0,4
ORD-00252,2025-09-16,CUST-0774,West,Mobile,Home,27.09,1,0.15,23.03,0,4
ORD-00253,2025-03-14,CUST-0017,South,Web,Apparel,18.44,1,0.00,18.44,0,4
ORD-00254,2025-03-17,CUST-0014,South,Mobile,Apparel,39.07,1,0.00,39.07,1,3
ORD-00255,2025-03-27,CUST-0896,Midwest,Web,Outdoors,71.09,2,0.20,113.74,0,3
ORD-00256,2025-03-06,CUST-0180,West,Web,Home,36.79,1,0.05,34.95,0,8
ORD-00257,2025-05-22,CUST-0189,South,Web,Apparel,49.99,4,0.20,159.97,0,3
ORD-00258,2025-10-12,CUST-0014,South,Web,Apparel,21.01,2,0.00,42.01,0,5
ORD-00259,2025-04-26,CUST-0541,Northeast,Mobile,Home,32.34,1,0.05,30.72,0,5
ORD-00260,2025-08-22,CUST-0246,South,Mobile,Outdoors,96.26,3,0.00,288.78,0,3
ORD-00261,2025-05-25,CUST-0079,Northeast,Mobile,Home,25.92,2,0.10,46.66,0,6
ORD-00262,2025-09-13,CUST-0705,Midwest,Store,Apparel,61.57,5,0.05,292.44,0,3
ORD-00263,2025-01-17,CUST-0204,Northeast,Mobile,Apparel,49.98,4,0.10,179.92,0,3
ORD-00264,2025-12-10,CUST-0082,West,Web,Electronics,108.39,4,0.20,346.85,0,3
ORD-00265,2025-01-30,CUST-0228,West,Web,Beauty,21.69,3,0.00,65.08,0,7
ORD-00266,2025-01-24,CUST-0026,West,Web,Apparel,25.90,2,0.00,51.81,0,4
ORD-00267,2025-04-28,CUST-0545,West,Mobile,Beauty,28.20,2,0.05,53.57,0,3
ORD-00268,2025-04-14,CUST-0002,South,Web,Apparel,59.13,1,0.00,59.13,0,5
ORD-00269,2025-01-25,CUST-0837,Northeast,Mobile,Electronics,180.87,1,0.20,144.70,0,5
ORD-00270,2025-11-10,CUST-0807,Northeast,Mobile,Beauty,25.38,1,0.00,25.38,0,5
ORD-00271,2025-08-15,CUST-0399,Northeast,Mobile,Beauty,39.08,2,0.05,74.26,1,3
ORD-00272,2025-02-10,CUST-0069,Midwest,Store,Beauty,33.37,1,0.15,28.36,0,1
ORD-00273,2025-09-28,CUST-0679,Northeast,Mobile,Apparel,59.02,1,0.20,47.21,0,3
